Title,Category,Course Type,Skills,course_id
GPU Programming Specialization,Computer Science,Specialization,"Machine Learning, GPU, Parallel Computing, Image Processing, C++, Cuda, Python Programming, Thread (Computing), Algorithms, C/C++, Nvidia, Data Science, ",gpu_programming_specialization
Healthy and Sustainable Foods and Products Specialization,Health,Specialization,"Problem Solving, Performance, disease, Flow Network, Environmental Impact Assessment, Sustainability, Environmental Health, Diets, Motivation, ",healthy_and_sustainable_foods_and_products_special
Communication For Everyone  Specialization,Personal Development,Specialization,"Soft skills, Professional Skills, Using video meetings to communicate, Using email to communicate, Communicating with others in person, Using active listening with teams, Getting and giving group feedback, Reacting productively to conflicts, Facilitating group meetings, Maximizing productive team cultures, Responding with an elevator pitch, Preparing an informative lecture, ",communication_for_everyone__specialization
Principles of Leadership: Leading Technical Teams Specialization,Personal Development,Specialization,"Team Building, Collaboration, Communication, Transparency, Negotiation, Managing Stakeholders, Resilience, Relationships, Creating a culture, Sustaining Engagement, Delegation, Building Teams, ",principles_of_leadership_leading_technical_teams_s
"Diversity, Equity, and Inclusion for Organizational Leaders Specialization",Business,Specialization,"DEI Strategy, Organization Development, Workplace Inclusion, Cross-Cultural Communication, Leadership And Management, Emotional Intelligence, Social Justice, Business Psychology, Critical Thinking, Business Strategy, Leadership Development, Business Communication, ",diversity_equity_and_inclusion_for_organizational_
Home-Based Child Care Specialization,Social Sciences,Specialization,"Child Care, Business Accumen, Creativity, Planning & Instructing, Decision-Making, Communication, Planning & Instruction, Hiring, safety, Mental Health, Emergency Management, Nutrition, ",homebased_child_care_specialization
Deep Learning for Healthcare Specialization,Data Science,Specialization,"Big Data, Machine Learning, Deep Learning, Health Care, Graphs, Unsupervised Learning, Autoencoder, ",deep_learning_for_healthcare_specialization
Google Data Analytics Professional Certificate,Data Science,Professional Certificate,"Spreadsheet,Data Cleansing,Data Analysis,Data Visualization (DataViz),SQL,Questioning,Decision-Making,Problem Solving,Metadata,Data Collection,Data Ethics,Sample Size Determination,Data Integrity,Data Calculations,Data Aggregation,Tableau Software,Presentation,R Programming,R Markdown,Rstudio,Job portfolio,case study,",google_data_analytics_professional_certificate
Google Project Management: Professional Certificate,Business,Professional Certificate,"Organizational Culture,Career Development,Strategic Thinking,Change Management,Project Management,Stakeholder Management,Business Writing,Project Charter,Project Planning,Risk Management,Task Estimation,Procurement,Quality Management,Project Execution,Coaching,Influencing,Agile Management,Problem Solving,Scrum,Effective Communication,",google_project_management_professional_certificate
IBM Data Science Professional Certificate,Data Science,Professional Certificate,"Data Science,Deep Learning,Machine Learning,Big Data,Data Mining,Github,Python Programming,Jupyter notebooks,Rstudio,Methodology,CRISP-DM,Data Analysis,Pandas,Numpy,Cloud Databases,Relational Database Management System (RDBMS),SQL,Predictive Modelling,Data Visualization (DataViz),Model Selection,Dashboards and Charts,dash,Matplotlib,SciPy and scikit-learn,regression,classification,Hierarchical Clustering,Jupyter Notebook,Data Science Methodology,K-Means Clustering,",ibm_data_science_professional_certificate
Google UX Design Professional Certificate,Computer Science,Professional Certificate,"User Experience (UX),UX Research,Wireframe,Prototype,User Experience Design (UXD),Usability Testing,mockup,Figma,Adobe XD,UX design jobs,",google_ux_design_professional_certificate
Google IT Support Professional Certificate,Information Technology,Professional Certificate,"Debugging,Encryption Algorithms and Techniques,Customer Service,Network Protocols,Cloud Computing,",google_it_support_professional_certificate
IBM Data Analyst Professional Certificate,Data Science,Professional Certificate,"Microsoft Excel,Python Programming,Data Analysis,Data Visualization (DataViz),SQL,",ibm_data_analyst_professional_certificate
Google Digital Marketing & E-commerce Professional Certificate,Business,Professional Certificate,"Marketing,E-Commerce,display advertising,Email Marketing,Search Engine Optimization (SEO),",google_digital_marketing__ecommerce_professional_c
IBM DevOps and Software Engineering Professional Certificate,Computer Science,Professional Certificate,"Test-Driven Development,CI/CD,Behavior-Driven Development,Devops,Cloud Native,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,Agile Software Development,Scrum Methodology,Zenhub,Kanban,Sprint Planning,Basic programming concepts,Careers in software engineering,Programming languages and frameworks,The Software Development Lifecycle (SDLC),Software Architecture,Shell Script,Bash (Unix Shell),Linux,Distributed Version Control (DRCS),open source,Version Control Systems,Github,Git (Software),Data Science,Python Programming,Data Analysis,Pandas,Numpy,Artificial Intelligence (AI),Web Application,Application development,Flask,Kubernetes,Docker,Containers,Openshift,Swagger,serverless,Microservices,Representational State Transfer (REST),IBM Code Engine,Test Case,Software Testing,Automated Testing,Continuous Integration,Continuous Development,Automation,Infrastructure As Code,Open Web Application Security Project (OWASP),Observability,security,Monitoring,logging,agile,",ibm_devops_and_software_engineering_professional_c
IBM Full Stack Software Developer Professional Certificate,Information Technology,Professional Certificate,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,Cascading Style Sheets (CSS),HTML,Git (Software),JavaScript,Cloud Applications,Distributed Version Control (DRCS),open source,Version Control Systems,Github,Web Development,User Interface,React (Web Framework),Front-end Development,back-end development,Server-side JavaScript,express,Computer Science,Data Science,Python Programming,Data Analysis,Pandas,Numpy,Artificial Intelligence (AI),Web Application,Application development,Flask,Django (Web Framework),Database (DBMS),SQL,Kubernetes,Docker,Containers,Openshift,Swagger,serverless,Microservices,Representational State Transfer (REST),IBM Code Engine,Node.Js,",ibm_full_stack_software_developer_professional_cer
IBM Data Engineering Professional Certificate,Information Technology,Professional Certificate,"Relational Database Management Syste (RDBMS),ETL & Data Pipelines,NoSQL and Big Data,Apache Spark,SQL,",ibm_data_engineering_professional_certificate
IBM Data Analytics with Excel and R Professional Certificate,Data Science,Professional Certificate,"Microsoft Excel,Relational Databases (RDBMS),R Programming,Data Analysis,Data Visualization (DataViz),",ibm_data_analytics_with_excel_and_r_professional_c
IBM Cybersecurity Analyst Professional Certificate,Information Technology,Professional Certificate,"information security analyst,IT security analyst,security analyst,Junior cybersecurity analyst,",ibm_cybersecurity_analyst_professional_certificate
Google Advanced Data Analytics Professional Certificate,Data Science,Professional Certificate,"Data Science,Regression Models,Predictive Modelling,Exploratory Data Analysis (EDA),Statistical Analysis,Machine Learning,Python Programming,Data Analysis,Jupyter Notebook,Tableau Software,Data Visualization (DataViz),Kaggle,",google_advanced_data_analytics_professional_certif
IBM Back-End Development Professional Certificate,Computer Science,Professional Certificate,"Database (DBMS),Containers,Python Programming,Microservices,Backend Development,",ibm_backend_development_professional_certificate
IBM Applied AI Professional Certificate,Data Science,Professional Certificate,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,Application Programming Interfaces (API),watson,Python Programming,Data Analysis,Pandas,Numpy,Web Application,Application development,Flask,Artifical Intelligence,Watson AI,Chatbot,",ibm_applied_ai_professional_certificate
Meta Front-End Developer Professional Certificate,计算机科学,Professional Certificate,"Cascading Style Sheets (CSS),HTML,UI/UX design,React,JavaScript,",meta_frontend_developer_professional_certificate
IBM IT Support  Professional Certificate,Information Technology,Professional Certificate,"Networking/Cybersecurity Essentials,IT Fundamentals,Hardware/Software Setup,Technical Support,Cloud Computing,",ibm_it_support__professional_certificate
Google IT Automation with Python Professional Certificate,Information Technology,Professional Certificate,"Using Version Control,Troubleshooting & Debugging,Python Programming,Configuration Management,Automation,",google_it_automation_with_python_professional_cert
IBM Data Warehouse Engineer Professional Certificate,Information Technology,Professional Certificate,"Data Science,Database (DBMS),NoSQL,SQL,Database (DB) Design,Database Architecture,Postgresql,MySQL,Relational Database Management System (RDBMS),Create, Read, Update And Delete,Data Analysis,Shell Script,Bash (Unix Shell),Linux,Database Servers,Relational Database,Database Security,database administration,Extraction, Transformation And Loading (ETL),Apache Kafka,Apache Airflow,Data Pipelines,Data Warehousing,Cube and Rollup,Business Intelligence (BI),Star and Snowflake Schema,cognos analytics,OLTP Databases,",ibm_data_warehouse_engineer_professional_certifica
IBM AI Engineering Professional Certificate,Data Science,Professional Certificate,"SciPy and scikit-learn,Machine Learning,regression,classification,Hierarchical Clustering,Deep Learning,Artificial Neural Network,Artificial Intelligence (AI),keras,Opencv,Image Processing,Computer Vision,",ibm_ai_engineering_professional_certificate
IBM Applied DevOps Engineering Professional Certificate,Computer Science,Professional Certificate,"Site Reliability Engineering (SRE),DevOps Engineering,Kubernetes,Agile Methodologies,Continuous Integration and Continuous Deployment (CI/CD),",ibm_applied_devops_engineering_professional_certif
Meta Social Media Marketing Professional Certificate,Business,Professional Certificate,"Performance Advertising,Digital Marketing,Brand Management,Social Media Marketing,Content Marketing,",meta_social_media_marketing_professional_certifica
Intuit Academy Bookkeeping Professional Certificate,Business,Professional Certificate,"Double-Entry Bookkeeping System,Bookkeeping,Bank Reconciliations,Accounting Concepts and Measurement,",intuit_academy_bookkeeping_professional_certificat
DeepLearning.AI TensorFlow Developer Professional Certificate,Data Science,Professional Certificate,"Computer Vision,Convolutional Neural Network,Machine Learning,Natural Language Processing,",deeplearningai_tensorflow_developer_professional_c
Meta Back-End Developer Professional Certificate,Computer Science,Professional Certificate,"Cloud Hosting,Application Programming Interfaces (API),Python Programming,Computer Programming,Django (Web Framework),Linux,Web Development,Bash (Unix Shell),Github,Version Control,MySQL,Database (DBMS),database administration,Build a data model,Design a web application,Debugging,Authentication and authorization,REST APIs,Filtering and ordering,Serializers and deserializers,Cascading Style Sheets (CSS),HTML,Production environments,JavaScript,API endpoints,Pseudocode,Algorithms,Communication,Data Structure,Computer Science,",meta_backend_developer_professional_certificate
Meta iOS Developer Professional Certificate,Computer Science,Professional Certificate,"iOS App Development,Application development,Mobile Development,Linux,Web Development,Bash (Unix Shell),Github,Version Control,Swift Programming,Web Design,Front-End Web Development,User Experience (UX),Accessibility,use navigation in your apps,Json,APIs,Core Data,•	Create simple JavaScript code,•	Create and manipulate objects and arrays,•	Write unit testing using Jest,Web Application,React (Web Framework),React (Javascript Library),React,Software Architecture,UI development,Data Management,Pseudocode,Algorithms,Communication,Data Structure,Computer Science,",meta_ios_developer_professional_certificate
Google Business Intelligence Professional Certificate,Data Science,Professional Certificate,"Data Modeling,Business Analysis,Bigquery,Sheets,Data Analysis,Extraction, Transformation And Loading (ETL),Business Process,Tableau Software,Data Visualization (DataViz),Business Intelligence,SQL,Dashboarding and Reporting,",google_business_intelligence_professional_certific
Meta Android Developer Professional Certificate,Computer Science,Professional Certificate,"Android Studio,Application development,Mobile Development,Linux,Web Development,Bash (Unix Shell),Github,Version Control,create arrays,Kotlin Playground,create control flow patterns using conditionals and loops,practice using and extending protocols.,declare and initialize different types of variables,Web Design,Front-End Web Development,User Experience (UX),Accessibility,Use UI component libraries to build Android UI,Create a simple Android UI,Compose UI using Kotlin UI views,Build a simple UI using the Layout Editor,Working with SQlite,Rest API's,data and databases,•	Create simple JavaScript code,•	Create and manipulate objects and arrays,•	Write unit testing using Jest,Web Application,React (Web Framework),React (Javascript Library),React,Kotlin,UX and UI,Pseudocode,Algorithms,Communication,Data Structure,Computer Science,",meta_android_developer_professional_certificate
Meta Database Engineer Professional Certificate,Information Technology,Professional Certificate,"SQL and Python syntax,database management,database administration,MySQL,Tabular records,",meta_database_engineer_professional_certificate
Análisis de Datos de Google Professional Certificate,Ciencia de Datos,Professional Certificate,"Visualización de Datos (DataViz),Limpieza de datos,Hoja de cálculo,análisis de datos,SQL,Cuestionamiento,Resolución de problemas,Toma de decisiones,Recopilación de datos,Metadatos,Ética de datos,Determinación del tamaño de la muestra,Integridad de datos,Cálculos en torno a los datos,Agregación de datos,Tableau Software,presentación,Programación en R,R Markdown,Rstudio,Portfolio de trabajo,Caso práctico,",análisis_de_datos_de_google_professional_certifica
SAP Technology Consultant  Professional Certificate,Business,Professional Certificate,"Client engagement and communication,How to launch and develop your SAP career,Business and process analysis,Solution design and implementation,Understanding the SAP world and solutions,",sap_technology_consultant__professional_certificat
Gestión de Proyectos de Google Professional Certificate,Negocios,Professional Certificate,"Gestión de proyectos,Cultura de la organización,Pensamiento estratégico,desarrollo profesional,gestión de cambios,Estatuto del proyecto,Redacción de negocios,Gestión de los interesados,Gestión de riesgos,Adquisiciones,Planificación de Proyectos,Estimación de tareas,Gestión de calidad,Ejecución del proyecto,Influencia,Asesoramiento,Resolución de problemas,Gestión con la metodología Agile,Scrum,Comunicación efectiva,",gestión_de_proyectos_de_google_professional_certif
AWS Cloud Solutions Architect  Professional Certificate,Information Technology,Professional Certificate,"AWS Certification Preparation,Cloud Architecture,Architecting on AWS,Data Lakes,AWS Management Console,",aws_cloud_solutions_architect__professional_certif
Arizona State University TESOL Professional Certificate,Language Learning,Professional Certificate,"EFL,English Language,TESOL,ESL,English language teaching,",arizona_state_university_tesol_professional_certif
Salesforce Sales Operations Professional Certificate,Business,Professional Certificate,"CRM,Sales Operations,Salesforce Lightning,Sales,Salesforce,",salesforce_sales_operations_professional_certifica
Diseño de Experiencia del Usuario (UX) de Google Professional Certificate,Ciencias de la Computación,Professional Certificate,"Experiencia del usuario (UX),Esquema,Diseño de la experiencia del usuario (UXD),Investigación en UX,Prototipo,Esquema de página,Pruebas de usabilidad,Maqueta,Figma,Adobe XD,Trabajos de diseño de UX,",diseño_de_experiencia_del_usuario_ux_de_google_pro
Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate,Information Technology,Professional Certificate,"Google Cloud,Machine Learning,Feature Engineering,Tensorflow,Cloud Computing,",preparing_for_google_cloud_certification_machine_l
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate,Data Science,Professional Certificate,"Information Engineering,Google Cloud,Bigquery,Tensorflow,Cloud Computing,",preparing_for_google_cloud_certification_cloud_dat
Preparing for Google Cloud Certification: Cloud Architect Professional Certificate,Information Technology,Professional Certificate,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,Virtual Machine,Network Architecture,Debugging,Cloud Storage,Data Store,Load Balancing,Virtual Private Network (VPN),Autoscaling,Disaster Recovery,Site Reliability Engineering,",preparing_for_google_cloud_certification_cloud_arc
Google Data Analytics (PT) Professional Certificate,Data Science,Professional Certificate,"Visualização de dados (DataViz),Limpeza de dados,Planilha,SQL,Análise dos dados,análise de dados,Questionamento,Solução de problemas,Tomada de decisões,Metadados,Ética em Dados,Coleta de Dados,Integridade dos dados,Determinação do tamanho da amostra,Cálculos de dados,Agregação de dados,Apresentação,Software Tableau,programação em R,R Markdown,Rstudio,Estudo de caso,Portfólio profissional,",google_data_analytics_pt_professional_certificate
Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate,Information Technology,Professional Certificate,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,Virtual Machine,Network Architecture,Debugging,Cloud Storage,Data Store,Load Balancing,Virtual Private Network (VPN),Autoscaling,Google Cloud,GCP Infrastructure,GCP ACE Certification,",preparing_for_google_cloud_certification_cloud_eng
Análise de marketing da Meta Professional Certificate,Negócios,Professional Certificate,"Marketing Strategy,Data Analysis,Marketing Mix Optimization,Statistics for Marketing,Advertising Effectiveness Evaluation,",análise_de_marketing_da_meta_professional_certific
Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate,Information Technology,Professional Certificate,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,SRE Culture,Business Value,Organizational Culture,Disaster Recovery,Site Reliability Engineering,Continuous Delivery,Kubernetes,Jenkins (Software),",preparing_for_google_cloud_certification_cloud_dev
Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,Information Technology,Professional Certificate,"Debugging,Google Cloud Platform,Cloud Storage,Application development,Cloud Computing,",1preparing_for_google_cloud_certification_cloud_dev
Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate,Information Technology,Professional Certificate,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,Create and understand custom IAM roles,Secure a Kubernetes environment,Create and configure network peering,",preparing_for_google_cloud_certification_cloud_sec
Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate,Information Technology,Professional Certificate,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",preparing_for_google_cloud_certification_cloud_net
PwC GST Taxation Executive  Professional Certificate,Business,Professional Certificate,"E-invoicing & E-way bill,GST technical,GST Compliances & Return filing,GST law,Registration & Reconciliation,",pwc_gst_taxation_executive__professional_certifica
Salesforce Sales Development Representative Professional Certificate,Business,Professional Certificate,"Sales Development,interviewing,Sales,Time management,Cold Calling,",salesforce_sales_development_representative_profes
SAS Programmer Professional Certificate,Data Science,Professional Certificate,"SAS Studio,Import Data,Reports,Prepare Data,SAS Programs,",sas_programmer_professional_certificate
Google UX Design (PT) Professional Certificate,Computer Science,Professional Certificate,"Pesquisa de UX,Design de experiência do usuário (UXD),Wireframe,Prototipo,Experiência do usuário (UX),Testagem de usabilidade,maquete,Figma,Adobe XD,Empregos em Design de UX,",google_ux_design_pt_professional_certificate
Google Project Management (PT) Professional Certificate,Business,Professional Certificate,"Cultura organizacional,gestão de mudança,gerenciamento de projetos,desenvolvimento de carreira,Pensamento estratégico,Escrita de negócios,Termo de abertura do projeto,Compras,gestão de riscos,Planejamento de projetos,Estimativa de tarefas,Gerenciamento da qualidade,Gerenciamento de riscos,Execução de projetos,Coaching,Influencia,Gerenciamento Agile,Solução de problemas,Scrum,Comunicação eficaz,Gerenciamento das partes interessadas,",google_project_management_pt_professional_certific
Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate,Computer Science,Professional Certificate,"Manage Azure resources for machine learning,Deploy and operationalize machine learning solutions,Run experiments and train models,Implement responsible machine learning,",microsoft_azure_data_scientist_associate_dp100__pr
Google Data Analytics Professional Certificate,Data Science,Professional Certificate,"Tableurs,Visualisation des données (DataViz),SQL,Nettoyage des données,Analyse de donnees,Prise de décision,Résolution de problèmes,Questionnement,Collecte de données,Éthique des données,Métadonnées,Détermination de la taille d’échantillon,Feuille de calcul,Intégrité des données,Analyse des données,Agrégation des données,Calculs de données,Presentation,Logiciel Tableau,programmation R,R Markdown,Rstudio,Portfolio pour la recherche d'emploi,Étude de cas,",1google_data_analytics_professional_certificate
Google Project Management Professional Certificate,Business,Professional Certificate,"Gestion du changement,Gestion de projets,Réflexion stratégique,Culture organisationnelle,Perfectionnement professionnel,Charte de projet,Gestion de projet,Gestion des parties prenantes,Écriture commerciale,Gestion des risques,Planification de projet,Approvisionnement,Estimation de la tâche,Exécution du projet,Gestion de la qualité,Coaching,Gestion Agile,Influencer Marketing,Résolution de problèmes,Scrum,Gestion des partenaires,Communication efficace,",1google_project_management_professional_certificate
Google データアナリティクス Professional Certificate,データサイエンス,Professional Certificate,"ビジュアライゼーション,",google_データアナリティクス_professional_certificate
Tally Bookkeeper Professional Certificate,Business,Professional Certificate,"Bookkeeping,business accounting,tally prime,Banking,Finance,",tally_bookkeeper_professional_certificate
تحليلات البيانات من Google Professional Certificate,Data Science,Professional Certificate,"دول البيانات,مؤثرات عرض البيانات (DataViz),تنظيف البيانات,SQL,تحليل البيانات,طرح الأسئلة,جدول البيانات,عملية اتخاذ القرار,حل المشكلات,أخلاقيات البيانات,جمع البيانات,بيانات التعريف,سلامة البيانات,نظيف البيانات,تحديد حجم العينة,تجميع البيانات,العمليات الحسابية للبيانات,تحليلات البيانات,العرض التقديمي,برنامج Tableau,R Markdown,لغة البرمجة R,Rstudio,محفظة الوظائف,دراسة الحالة,",تحليلات_البيانات_من_google_professional_certificat
SAS Visual Business Analytics Professional Certificate,Data Science,Professional Certificate,"Business Analytics,SAS VA,SAS Visual Analytics,",sas_visual_business_analytics_professional_certifi
Google UX Design Professional Certificate,Computer Science,Professional Certificate,"Maquette fonctionnelle,Expérience utilisateur (UX),Conception Expérience Utilisateur (UXD),Prototype,Recherche UX,Armature,Conception de l’expérience utilisateur (UXD),Tests de la facilité d’utilisation,Figma,maquette,Adobe XD,Test d’utilisabilité,Test de facilité d’utilisation,Emplois de conception UX.,",1google_ux_design_professional_certificate
Palo Alto Networks Cybersecurity Professional Certificate,Information Technology,Professional Certificate,"Managing and encrypting a zero-trust environment,Deploying VPNs and SSL/SSH encryption,Analyzing firewall logs and configuring security controls,Configuring network protection and dynamic routing using firewalls,Mitigating vulnerabilities using packet capture and analysis,",palo_alto_networks_cybersecurity_professional_cert
Google IT Support (Deutsch)  Professional Certificate,Information Technology,Professional Certificate,"Debugging,Customer Service,Network Protocols,Encryption Algorithms,Cloud Computing,",google_it_support_deutsch__professional_certificat
Google IT Support Professional Certificate,Information Technology,Professional Certificate,"Service client,Débogage,Cloud computing.,Algorithmes et techniques de chiffrement,Protocoles réseau,",1google_it_support_professional_certificate
Google Project Management (DE) Professional Certificate,Business,Professional Certificate,"Projektmanagement,Strategisches Denken,Veränderungsmanagement,Karriereentwicklung,Organisationskultur,Stakeholder-Management,Business Writing,Projektcharta,Aufgabenschätzung,Projektplanung,Risikomanagement,Beschaffung,Projektabwicklung,Qualitätsmanagement,•	Problemlösung,•	Scrum,•	Agiles Management,•	Einflussnahme,•	Coaching,Problemlösung,Effektive Kommunikation,",google_project_management_de_professional_certific
Marketing en redes sociales de Meta Professional Certificate,Business,Professional Certificate,"Publicidad de rendimiento,Marketing en redes sociales,Marketing digital,Gestión de marcas,Marketing de contenidos,",marketing_en_redes_sociales_de_meta_professional_c
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版 Professional Certificate,Data Science,Professional Certificate,"Tensorflow,Bigquery,Google Cloud Platform,Cloud Computing,",1preparing_for_google_cloud_certification_cloud_dat
Analitik Data Google Professional Certificate,Data Science,Professional Certificate,"Analisis data,Visualisasi Data (DataViz),Pembersihan Data,SQL,Aplikasi Spreadsheet,Spreadsheet,Pengambilan keputusan,Mengajukan pertanyaan,Pemecahan Masalah,Pengumpulan data,Metadata,Etika data,Sample Size Determination (Penentuan Ukuran Sampel),Data Integrity (Integritas data),Data Cleansing (Pembersihan Data),Agregasi data,Kalkulasi Data,Perangkat Lunak Tableau,Presentasi,Pemrograman R,R Markdown,Rstudio,Studi kasus,Portofolio Kerja,",analitik_data_google_professional_certificate
Google Data Analytics (DE) Professional Certificate,Data Science,Professional Certificate,"Datenbereinigung,Kalkulationstabelle,Datenvisualisierung (DataViz),Datenanalyse,SQL,Entscheidungsfindung,Tabellenkalkulation,Problemlösung,Fragestellung,Datenerhebung,Metadaten,Datenethik,Datenintegrität,Bestimmung der Stichprobengröße,Datenberechnungen,-	Tabellenkalkulation,Datenaggregation,-	Präsentation,-	Datenanalyse,-	Datenvisualisierung (DataViz),-	Tableau-Software,-	R-Programmierung,-	Rstudio,-	R Markdown,-	Fallstudie,-	Job-Portfolio,-	Datenbereinigung,",google_data_analytics_de_professional_certificate
IBM Machine Learning Professional Certificate,Data Science,Professional Certificate,"Artificial Intelligence (AI),Machine Learning,Feature Engineering,Statistical Hypothesis Testing,Exploratory Data Analysis,Regression Analysis,Supervised Learning,Linear Regression,Ridge Regression,Machine Learning (ML) Algorithms,Decision Tree,Ensemble Learning,Classification Algorithms,Dimensionality Reduction,Unsupervised Learning,Cluster Analysis,K Means Clustering,Principal Component Analysis (PCA),Deep Learning,Artificial Neural Network,Reinforcement Learning,keras,Python Programming,Data Analysis,unsupervised machine learning,",ibm_machine_learning_professional_certificate
Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,Data Science,Professional Certificate,"Develop for Azure storage,Develop Azure compute solutions,Connect to and consume Azure services and third-party services,Implement Azure security,Monitor and troubleshoot Azure solutions,",microsoft_azure_data_engineering_associate_dp203_p
IBM Mainframe Developer Professional Certificate,Computer Science,Professional Certificate,"Mainframe,z/OS,Enterprise Software,security,IBM Z,COBOL Divisions,COBOL coding,Column Structure,COBOL Structure,Symbols,Computer Programming,Euler'S Totient Function,Intrinsic Function,Sorting,Issue Tracking System,Scrum (Software Development),Interfaces,Command-Line Interface,",ibm_mainframe_developer_professional_certificate
IBM z/OS Mainframe Practitioner Professional Certificate,Information Technology,Professional Certificate,"Linux,Mainframe,z systems,security,IBM Z,",ibm_zos_mainframe_practitioner_professional_certif
Soporte de Tecnologías de la Información de Google Professional Certificate,Information Technology,Professional Certificate,"Linux,Código binario,Solución de problemas,Soporte al cliente,Ipv4,Sistema de nombres de dominio,Modelo de red,Powershell,Interfaz de comandos,Sistemas de archivos de Linux,Protocolo ligero de acceso a directorios,Respaldo,Servicio de directorio,Ciberseguridad,Criptografía,Seguridad inalámbrica,Seguridad de la red,",soporte_de_tecnologías_de_la_información_de_google
Suporte em TI do Google Professional Certificate,Tecnologia da informação,Professional Certificate,"Linux,Código binario,Solución de problemas,Soporte al cliente,Ipv4,Resolução de problemas,Sistema de Nomes de Domínio (DNS),Modelo de rede,Powershell,Sistemas de Arquivos do Linux,Interface de comando,Serviço de Diretórios,Backups,Diretórios do LDAP,Criptografía,Segurança de rede,Cibersegurança,Segurança de redes sem fio,",suporte_em_ti_do_google_professional_certificate
Meta AR Developer  Professional Certificate,Computer Science,Professional Certificate,"Unity,JavaScript coding,Meta Spark,Vuforia,C# coding,",meta_ar_developer__professional_certificate
Goodwill® Career Coach and Navigator Professional Certificate,Social Sciences,Professional Certificate,"Crisis Intervention,establishing trust,establish coaching agreements,Human-centered coaching,Case Management,outreach,intake,Gap Analysis,Recruitment,Occupational guidance,onboarding preparation,resume preparation,Networking,Professional Development,Research technology trends,establish business partnerships,virtual coaching,",goodwill_career_coach_and_navigator_professional_c
Desarrollador back-end de Meta Professional Certificate,Computer Science,Professional Certificate,"Linux,Cloud Hosting,Web Development,Bash (Unix Shell),Python Programming,Application Programming Interfaces (API),Computer Programming,Django (Web Framework),",desarrollador_backend_de_meta_professional_certifi
UCI Project Management Professional Certificate,Business,Professional Certificate,"Schedule,Project,Program Management,Project Planning,",uci_project_management_professional_certificate
Pre-MBA Statistics,Data Science,Course,"Probability And Statistics,Data Science,Data Analysis,General Statistics,",premba_statistics
Automation Business Analysis - Concepts and Principles,Business,Course,"Process Analysis,Business Analysis,Elicitation Techniques,Process Definition Document,Process Assessment,",automation_business_analysis__concepts_and_princip
Probability & Statistics for Machine Learning & Data Science,Computer Science,Course,"Statistical Analysis,Probability And Statistics,Probability,Statistical Hypothesis Testing,Machine Learning (ML) Algorithms,",probability__statistics_for_machine_learning__data
Excellence in Online Teaching,Social Sciences,Course,"leveraging technology,Professional Development,building community,facilitating online learning,Accessibility,",excellence_in_online_teaching
A Blueprint for Success – Your Video Pre-Production,Personal Development,Course,"Video Editing,Linear Editing,Video Production,video pre-production,",a_blueprint_for_success__your_video_preproduction
Design Thinking: Insights to Inspiration ,Business,Course,"Strategic Thinking,Innovation,Innovation Management,Design Thinking,",design_thinking_insights_to_inspiration_
AI For Everyone,Business,Course,"Workflow of Machine Learning projects,AI terminology,AI strategy,Workflow of Data Science projects,",ai_for_everyone
Supervised Machine Learning: Regression and Classification ,Data Science,Course,"Regularization to Avoid Overfitting,Gradient Descent,Supervised Learning,Linear Regression,Logistic Regression for Classification,",supervised_machine_learning_regression_and_classif
"Foundations: Data, Data, Everywhere",Data Science,Course,"Spreadsheet,Data Cleansing,Data Analysis,Data Visualization (DataViz),SQL,",foundations_data_data_everywhere
Foundations of Project Management,Business,Course,"Organizational Culture,Career Development,Strategic Thinking,Change Management,Project Management,",foundations_of_project_management
Leadership Skills,Business,Course,"Leading and managing change in organisation,Supportive communication,Leading subordinates effectively,Mindfulness,Positive Personality,",leadership_skills
Technical Support Fundamentals,Information Technology,Course,"Binary Code,Customer Support,Linux,Troubleshooting,",technical_support_fundamentals
Foundations of User Experience (UX) Design,Computer Science,Course,"User Experience (UX),UX Research,Wireframe,Prototype,User Experience Design (UXD),",foundations_of_user_experience_ux_design
Ask Questions to Make Data-Driven Decisions,Data Science,Course,"Spreadsheet,Questioning,Decision-Making,Problem Solving,Data Analysis,",ask_questions_to_make_datadriven_decisions
